dcterms:title,schema:artform,dcterms:alternative,crm:P1_is_identified_by,crm:P54_has_current_permanent_location,schema:geo,dcterms:temporal,crm:P4_has_time-span,crm:P7_took_place_at,schema:locationCreated,schema:geographicArea,schema:creator,schema:contributor,crm:P15_was_influenced_by,dcterms:abstract,crm:P72_has_language,dcterms:subject,schema:itemCondition,schema:observationDate,crm:P31i_was_modified_by,schema:dateModified,dcterms:date,dcterms:isPartOf,dcterms:hasPart,crm:P59_has_section,schema:artworkSurface,dcterms:isReferencedBy,dcterms:source,dcterms:identifier,dcterms:creator,dcterms:created,dcterms:modified,dcterms:references,dcterms:accessRights,crm:P138i_has_representation,dcterms:image
"Évangéliaire de l'abbaye de Poussay, Saint Jean, Paris, BnF, ms. Latin 10514, f. 7v, manuscrit 2e moitié du 10e siècle",manuscrit§miniature§livre liturgique§évangéliaire,,Latin 10514,BnF - département des Manuscrits,"48.834355,2.373378",2e moitié du 10e siècle,0951§1000,art ottonien,Allemagne§Abbaye de Reichenau,"52.19498,12.51559§47.6987,9.0894",,,,,,"Saint Jean et son symbole, l'aigle§saint Jean§Aigle de saint Jean§aigle§pupitre§banc§toge§manteau§auréole§cadre§encadrement§végétal§livre",,,,,,https://agorha.inha.fr/ark:/54721/dcda0306-89bc-42f4-98a1-add68ce536a9,,4a0af356-13e3-41b9-b194-3c6108f478d4_001§4a0af356-13e3-41b9-b194-3c6108f478d4_002§4a0af356-13e3-41b9-b194-3c6108f478d4_003§4a0af356-13e3-41b9-b194-3c6108f478d4_004§4a0af356-13e3-41b9-b194-3c6108f478d4_005,,"Évangéliaire de l'abbaye de Poussay, Saint Jean, Paris, BnF, ms. Latin 10514, f. 7v, manuscrit (2e moitié du 10e siècle - )§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Biblissima, Aubervilliers",https://agorha.inha.fr/ark:/54721/4a0af356-13e3-41b9-b194-3c6108f478d4§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc72232k§https://gallica.bnf.fr/ark:/12148/btv1b525209799§http://mandragore.bnf.fr/ark:/12148/cgfbt109217h§https://portail.biblissima.fr/ark:/43093/mdataae06527de659d487860100da9fe505cf6c4c4063,4a0af356-13e3-41b9-b194-3c6108f478d4,Loanne de Parthenay,26/01/2024,17/05/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/4a0af356-13e3-41b9-b194-3c6108f478d4,https://agorha.inha.fr/ark:/54721/20e89ed6-3561-4081-8317-0af88184c8ad/doc/67dfa26c-5668-48a4-af04-21959b2f6ac7/original.PNG
"Evangéliaire de la Sainte-Chapelle, Lettre ornée, Paris, BNF, ms. Latin 8851, f. 3r",manuscrit§bible§enluminure§évangéliaire,,Latin 8851,BnF - département des Manuscrits,"48.834355,2.373378",984,0979§0989,art ottonien,Trèves§Allemagne,"49.75565,6.63935§52.19498,12.51559",,,,,,Lettre ornée§lettrine orn§décor§feuille§ornementation§fond§végétal,,,,,,https://agorha.inha.fr/ark:/54721/3c48e839-1864-4bbf-8c73-1e10b1c57f89,,acd18678-2617-4eb1-956b-4d05875f49b0_001§acd18678-2617-4eb1-956b-4d05875f49b0_002§acd18678-2617-4eb1-956b-4d05875f49b0_003§acd18678-2617-4eb1-956b-4d05875f49b0_004§acd18678-2617-4eb1-956b-4d05875f49b0_005§acd18678-2617-4eb1-956b-4d05875f49b0_006§acd18678-2617-4eb1-956b-4d05875f49b0_007§acd18678-2617-4eb1-956b-4d05875f49b0_008§acd18678-2617-4eb1-956b-4d05875f49b0_009,,"Evangéliaire de la Sainte-Chapelle, Lettre ornée, Paris, BNF, ms. Latin 8851, f. 3r, manuscrit (Vers 984 - )§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Biblissima, Aubervilliers",https://agorha.inha.fr/ark:/54721/acd18678-2617-4eb1-956b-4d05875f49b0§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc94654n§https://gallica.bnf.fr/ark:/12148/btv1b525183601§https://mandragore.bnf.fr/ark:/12148/cgfbt1055193§https://portail.biblissima.fr/fr/ark:/43093/mdataef25fb33e783540f54c4c5bd57a0137f7d29bf97,acd18678-2617-4eb1-956b-4d05875f49b0,Loanne de Parthenay,21/03/2024,17/05/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/acd18678-2617-4eb1-956b-4d05875f49b0,https://agorha.inha.fr/ark:/54721/cd51df39-88a4-4b15-bbc9-394f27084673/doc/a1b3670c-78f7-4c0e-94c2-c7f35d8efa24/original.PNG
"Sacramentaire de Saint-Géréon de Cologne, Encadrement pourpré, Paris, BNF, ms. Latin 817, f. 13v",manuscrit§sacramentaire§enluminure,,Latin 817,BnF - département des Manuscrits,"48.834355,2.373378",2e moitié du 10e siècle - 2e moitié du 11e siècle,1051§1000,"art ottonien§entre 984 et 996, ou entre 996 et 1002",Cologne§Allemagne,"50.93333,6.95§52.19498,12.51559",,,,,,Encadrement pourpré§cadre§feuille§fond§en frise§végétal§encadrement,,,,,,,,13e34671-c8d6-42dd-8a5a-bab8dcb6c2f9_001§13e34671-c8d6-42dd-8a5a-bab8dcb6c2f9_002§13e34671-c8d6-42dd-8a5a-bab8dcb6c2f9_003§13e34671-c8d6-42dd-8a5a-bab8dcb6c2f9_004,,"Sacramentaire de Saint-Géréon de Cologne, Encadrement pourpré, Paris, BNF, ms. Latin 817, f. 13v, manuscrit (Après 2e moitié du 10e siècle - Avant 2e moitié du 11e siècle)§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Biblissima, Aubervilliers§Bibliothèque nationale de France - Département des Manuscrits, Paris",https://agorha.inha.fr/ark:/54721/13e34671-c8d6-42dd-8a5a-bab8dcb6c2f9§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc62277h§https://gallica.bnf.fr/ark:/12148/btv1b9066592s§https://portail.biblissima.fr/fr/ark:/43093/mdata9a216aa0772614bcea9e4cb407184022460ef056§https://mandragore.bnf.fr/ark:/12148/cgfbt106172j,13e34671-c8d6-42dd-8a5a-bab8dcb6c2f9,Loanne de Parthenay,26/02/2024,17/05/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/13e34671-c8d6-42dd-8a5a-bab8dcb6c2f9,https://agorha.inha.fr/ark:/54721/9bf7453c-7ccd-4a3c-b47a-6636de7cc8b5/doc/bd896e0a-4038-4053-9f16-7b16cd165a7d/original.PNG
"Graduel de l'abbaye de Prüm, Initiale ornée, Paris, BnF, ms. Latin 9448, f. 3r",manuscrit§enluminure,,Latin 9448,Bibliothèque nationale de France Paris,"48.834355,2.373378",986-1001,0981§1006,art ottonien,Allemagne du Nord§Abbaye de Prüm,"53,10.5§50.2064,6.4256",,,,,,Petite initiale ornée§lettrine orn§ornementation§cadre§feuillage§or,,,,,,https://agorha.inha.fr/ark:/54721/5a24a84e-2b7b-413a-8415-484f2efb8fd8,,0f3627f9-3a3f-4045-aba3-8ce612406431_001§0f3627f9-3a3f-4045-aba3-8ce612406431_002§0f3627f9-3a3f-4045-aba3-8ce612406431_003§0f3627f9-3a3f-4045-aba3-8ce612406431_004,,"Graduel de l'abbaye de Prüm, Initiale ornée, Paris, BnF, ms. Latin 9448, f. 3r, manuscrit (Vers 986 / 1001 - )§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Biblissima, Aubervilliers",https://agorha.inha.fr/ark:/54721/0f3627f9-3a3f-4045-aba3-8ce612406431§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc38714x§https://gallica.bnf.fr/ark:/12148/btv1b84229915/f17.item.r=latin%209448§https://mandragore.bnf.fr/ark:/12148/cgfbt1986482§https://portail.biblissima.fr/fr/ark:/43093/mdata76cbe9715f595e06d56d769417cb59338b1b0712,0f3627f9-3a3f-4045-aba3-8ce612406431,Loanne de Parthenay,24/04/2024,14/05/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/0f3627f9-3a3f-4045-aba3-8ce612406431,https://agorha.inha.fr/ark:/54721/2f8787fc-75b6-4bf9-8ffa-c4ff4a0d2b83/doc/e24c8e63-768d-4907-8225-5909ba974afc/original.PNG
"Évangéliaire de l'abbaye de Poussay, Lettre ornée, Paris, BnF, ms. Latin 10514, f. 119r",manuscrit§miniature§enluminure§livre liturgique§évangéliaire,,Latin 10514,BnF - département des Manuscrits,"48.834355,2.373378",2e moitié du 10e siècle,0951§1000,art ottonien,Allemagne§Abbaye de Reichenau,"52.19498,12.51559§47.6987,9.0894",,,,,,Lettre ornée§lettrine orn§fond§cadre§entrelacs§végétal,,,,,,https://agorha.inha.fr/ark:/54721/dcda0306-89bc-42f4-98a1-add68ce536a9,,fc759b1d-7cda-438f-be38-dc1500177e56_001§fc759b1d-7cda-438f-be38-dc1500177e56_002§fc759b1d-7cda-438f-be38-dc1500177e56_003§fc759b1d-7cda-438f-be38-dc1500177e56_004§fc759b1d-7cda-438f-be38-dc1500177e56_005,,"Évangéliaire de l'abbaye de Poussay, Lettre ornée, Paris, BnF, ms. Latin 10514, f. 119r, manuscrit (2e moitié du 10e siècle - )§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Biblissima, Aubervilliers",https://agorha.inha.fr/ark:/54721/fc759b1d-7cda-438f-be38-dc1500177e56§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc72232k§https://gallica.bnf.fr/ark:/12148/btv1b525209799§http://mandragore.bnf.fr/ark:/12148/cgfbt109217h§https://portail.biblissima.fr/ark:/43093/mdataae06527de659d487860100da9fe505cf6c4c4063,fc759b1d-7cda-438f-be38-dc1500177e56,Loanne de Parthenay,21/02/2024,17/05/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/fc759b1d-7cda-438f-be38-dc1500177e56,https://agorha.inha.fr/ark:/54721/081b986e-0851-4cde-b6fd-1b459b1a1841/doc/6a01a0da-33ee-47ae-b0a7-05db9b7b576d/original.PNG
"Sacramentaire de Saint-Géréon de Cologne, Paris, BnF, ms. Latin 817",manuscrit§sacramentaire,,Latin 817,BnF - département des Manuscrits,"48.834355,2.373378",2e moitié du 10e siècle - 2e moitié du 11e siècle,1051§1000,"art ottonien§entre 984 et 996, ou entre 996 et 1002",Cologne§Allemagne,"50.93333,6.95§52.19498,12.51559",,,,,,,,,,,,,,,,"Sacramentaire de Saint-Géréon de Cologne, Paris, BnF, ms. Latin 817, manuscrit (Après 2e moitié du 10e siècle - Avant 2e moitié du 11e siècle)§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Biblissima, Aubervilliers",https://agorha.inha.fr/ark:/54721/3b28accd-7255-4179-8712-92c4cfed028b,3b28accd-7255-4179-8712-92c4cfed028b,Loanne de Parthenay,27/02/2024,16/04/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://gallica.bnf.fr/iiif/ark:/12148/btv1b9066592s/f1/manifest.json,"https://gallica.bnf.fr/iiif/ark:/12148/btv1b9066592s/f1/full/!600,600/0/default.jpg"
"Sacramentaire liégeois à l'usage de Saint-Bertin, La Nativité, Paris, BnF, ms Latin 819, f. 17v",manuscrit§sacramentaire§enluminure,,Latin 819,Bibliothèque nationale de France Paris,"48.834355,2.373378",3e quart du 11e siècle - 4e quart du 11e siècle,1046§1105,art ottonien,Liège,"50.63373,5.56749",,,,,,La nativité§Nativité§âne§boeuf§ange§naissance§Vierge§Christ§colonne§drap§chapiteau,,,,,,https://agorha.inha.fr/ark:/54721/a818fc7d-0e3d-46ec-9237-a57b7d255d32,,2d0fdd9a-cf43-478c-9fa6-d7b142ae0deb_001§2d0fdd9a-cf43-478c-9fa6-d7b142ae0deb_002§2d0fdd9a-cf43-478c-9fa6-d7b142ae0deb_003§2d0fdd9a-cf43-478c-9fa6-d7b142ae0deb_004§2d0fdd9a-cf43-478c-9fa6-d7b142ae0deb_005,,"Sacramentaire liégeois à l'usage de Saint-Bertin, La Nativité, Paris, BnF, ms Latin 819, f. 17v, manuscrit (Vers 3e quart du 11e siècle - Vers 4e quart du 11e siècle)§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Biblissima, Aubervilliers",https://agorha.inha.fr/ark:/54721/2d0fdd9a-cf43-478c-9fa6-d7b142ae0deb§https://gallica.bnf.fr/ark:/12148/btv1b10509039d§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc622790§https://mandragore.bnf.fr/mirador/ark:/12148/btv1b10509039d/f6§https://portail.biblissima.fr/fr/ark:/43093/mdata99d8a9726ac6aabb52a6eb7a1d698c47afa82922,2d0fdd9a-cf43-478c-9fa6-d7b142ae0deb,Loanne de Parthenay,10/06/2024,17/06/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/2d0fdd9a-cf43-478c-9fa6-d7b142ae0deb,https://agorha.inha.fr/ark:/54721/ce535252-a8d9-4617-a839-9e6e395b4f94/doc/21704f34-aa14-4eb1-842d-d09c7f5869b3/original.PNG
"Sacramentaire liégeois à l'usage de Saint-Bertin, Entrée à Jérusalem, Paris, BnF, ms Latin 819, f. 39r",manuscrit§sacramentaire§enluminure,,Latin 819,Bibliothèque nationale de France Paris,"48.834355,2.373378",3e quart du 11e siècle - 4e quart du 11e siècle,1046§1105,art ottonien,Liège,"50.63373,5.56749",,,,,,Entrée à Jérusalem§Jérusalem§Entrée à Jérusalem§cheval§vie publique du Christ§cavalier§Apôtre§hommage§manteau§toge§auréole§architecture,,,,,,https://agorha.inha.fr/ark:/54721/a818fc7d-0e3d-46ec-9237-a57b7d255d32,,4635cf6a-b576-4750-bac8-bbcfdf3242f4_001§4635cf6a-b576-4750-bac8-bbcfdf3242f4_002§4635cf6a-b576-4750-bac8-bbcfdf3242f4_003§4635cf6a-b576-4750-bac8-bbcfdf3242f4_004§4635cf6a-b576-4750-bac8-bbcfdf3242f4_005§4635cf6a-b576-4750-bac8-bbcfdf3242f4_006,,"Sacramentaire liégeois à l'usage de Saint-Bertin, Entrée à Jérusalem, Paris, BnF, ms Latin 819, f. 39r, manuscrit (Vers 3e quart du 11e siècle - Vers 4e quart du 11e siècle)§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Biblissima, Aubervilliers",https://agorha.inha.fr/ark:/54721/4635cf6a-b576-4750-bac8-bbcfdf3242f4§https://gallica.bnf.fr/ark:/12148/btv1b10509039d§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc622790§https://mandragore.bnf.fr/mirador/ark:/12148/btv1b10509039d/f6§https://portail.biblissima.fr/fr/ark:/43093/mdata99d8a9726ac6aabb52a6eb7a1d698c47afa82922,4635cf6a-b576-4750-bac8-bbcfdf3242f4,Loanne de Parthenay,11/06/2024,18/06/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/4635cf6a-b576-4750-bac8-bbcfdf3242f4,https://agorha.inha.fr/ark:/54721/dd5dfa19-cb7d-4792-9675-372b1e11e808/doc/e2b4c244-f57a-4e4a-abde-d8d0d8e3c761/original.PNG
"Sacramentaire liégeois à l'usage de Saint-Bertin, Adoration des mages, Paris, BnF, ms Latin 819, f. 21v",manuscrit§sacramentaire§enluminure,,Latin 819,Bibliothèque nationale de France Paris,"48.834355,2.373378",3e quart du 11e siècle - 4e quart du 11e siècle,1046§1105,art ottonien,Liège,"50.63373,5.56749",,,,,,Adoration des mages§Adoration des Mages§Les Mages§Christ§Vierge§auréole§colonne§chapiteau§offrande§enfance du Christ§pot§lampe§étoile§architecture,,,,,,https://agorha.inha.fr/ark:/54721/a818fc7d-0e3d-46ec-9237-a57b7d255d32,,2a169962-4f8b-4c85-9b03-0de12151e21d_001§2a169962-4f8b-4c85-9b03-0de12151e21d_002§2a169962-4f8b-4c85-9b03-0de12151e21d_003§2a169962-4f8b-4c85-9b03-0de12151e21d_004§2a169962-4f8b-4c85-9b03-0de12151e21d_005§2a169962-4f8b-4c85-9b03-0de12151e21d_006§2a169962-4f8b-4c85-9b03-0de12151e21d_007§2a169962-4f8b-4c85-9b03-0de12151e21d_008,,"Sacramentaire liégeois à l'usage de Saint-Bertin, Adoration des mages, Paris, BnF, ms Latin 819, f. 21v, manuscrit (Vers 3e quart du 11e siècle - Vers 4e quart du 11e siècle)§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Biblissima, Aubervilliers",https://agorha.inha.fr/ark:/54721/2a169962-4f8b-4c85-9b03-0de12151e21d§https://gallica.bnf.fr/ark:/12148/btv1b10509039d§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc622790§https://mandragore.bnf.fr/mirador/ark:/12148/btv1b10509039d/f6§https://portail.biblissima.fr/fr/ark:/43093/mdata99d8a9726ac6aabb52a6eb7a1d698c47afa82922,2a169962-4f8b-4c85-9b03-0de12151e21d,Loanne de Parthenay,11/06/2024,18/06/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/2a169962-4f8b-4c85-9b03-0de12151e21d,https://agorha.inha.fr/ark:/54721/9bc13c5d-d7ab-4cdb-8c00-6bb5cc81b2cf/doc/7c5a7226-f9fa-49e2-ac02-7ae067b55c78/original.PNG
"Sacramentaire liégeois à l'usage de Saint-Bertin, Saint Pierre en cathedra recevant les clefs, Paris, BnF, ms Latin 819, f. 75v",manuscrit§sacramentaire§enluminure,,Latin 819,Bibliothèque nationale de France Paris,"48.834355,2.373378",3e quart du 11e siècle - 4e quart du 11e siècle,1046§1105,art ottonien,Liège,"50.63373,5.56749",,,,,,Saint Pierre recevant les clefs§saint Pierre§banc§clé§crosse§auréole§Traditio Legis§cadre§notaire§remise des clés§trône,,,,,,https://agorha.inha.fr/ark:/54721/a818fc7d-0e3d-46ec-9237-a57b7d255d32,,660bf354-f79a-4876-a53c-5f8b7d98f398_001§660bf354-f79a-4876-a53c-5f8b7d98f398_002§660bf354-f79a-4876-a53c-5f8b7d98f398_003§660bf354-f79a-4876-a53c-5f8b7d98f398_004,,"Sacramentaire liégeois à l'usage de Saint-Bertin, Saint Pierre en cathedra recevant les clefs, Paris, BnF, ms Latin 819, f. 75v, manuscrit (Vers 3e quart du 11e siècle - Vers 4e quart du 11e siècle)§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Biblissima, Aubervilliers",https://agorha.inha.fr/ark:/54721/660bf354-f79a-4876-a53c-5f8b7d98f398§https://gallica.bnf.fr/ark:/12148/btv1b10509039d§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc622790§https://mandragore.bnf.fr/mirador/ark:/12148/btv1b10509039d/f6§https://portail.biblissima.fr/fr/ark:/43093/mdata99d8a9726ac6aabb52a6eb7a1d698c47afa82922,660bf354-f79a-4876-a53c-5f8b7d98f398,Loanne de Parthenay,14/06/2024,18/06/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/660bf354-f79a-4876-a53c-5f8b7d98f398,https://agorha.inha.fr/ark:/54721/9d795281-ea88-4ee4-8a0e-ea7f835c5014/doc/ece6eff6-e1e0-4322-9d3e-a6dc66215fa5/original.PNG
"Sacramentaire liégeois à l'usage de Saint-Bertin, Songe de saint Joseph, Paris, BnF, ms Latin 819, f. 20v",manuscrit§sacramentaire§enluminure,,Latin 819,Bibliothèque nationale de France Paris,"48.834355,2.373378",3e quart du 11e siècle - 4e quart du 11e siècle,1046§1105,art ottonien,Liège,"50.63373,5.56749",,,,,,Songe de saint Joseph§enfance du Christ§saint Joseph§ange§lit§auréole§drap§cadre§miniature§songe§sommeil,,,,,,https://agorha.inha.fr/ark:/54721/a818fc7d-0e3d-46ec-9237-a57b7d255d32,,5717b661-16d6-4552-a509-43367b6976eb_001§5717b661-16d6-4552-a509-43367b6976eb_002§5717b661-16d6-4552-a509-43367b6976eb_003§5717b661-16d6-4552-a509-43367b6976eb_004,,"Sacramentaire liégeois à l'usage de Saint-Bertin, Songe de saint Joseph, Paris, BnF, ms Latin 819, f. 20v, manuscrit (Vers 3e quart du 11e siècle - Vers 4e quart du 11e siècle)§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Biblissima, Aubervilliers",https://agorha.inha.fr/ark:/54721/5717b661-16d6-4552-a509-43367b6976eb§https://gallica.bnf.fr/ark:/12148/btv1b10509039d§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc622790§https://mandragore.bnf.fr/mirador/ark:/12148/btv1b10509039d/f6§https://portail.biblissima.fr/fr/ark:/43093/mdata99d8a9726ac6aabb52a6eb7a1d698c47afa82922,5717b661-16d6-4552-a509-43367b6976eb,Loanne de Parthenay,10/06/2024,18/06/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/5717b661-16d6-4552-a509-43367b6976eb,https://agorha.inha.fr/ark:/54721/9242ab86-5af7-4513-9042-a8eb2e22442b/doc/da131d75-244e-4b5f-a6a6-573d68e88403/original.PNG
"Sacramentaire liégeois à l'usage de Saint-Bertin, Conversion de saint Paul, Paris, BnF, ms Latin 819, f. 72v",manuscrit§sacramentaire§enluminure,,Latin 819,Bibliothèque nationale de France Paris,"48.834355,2.373378",3e quart du 11e siècle - 4e quart du 11e siècle,1046§1105,art ottonien,Liège,"50.63373,5.56749",,,,,,Conversion de saint Paul conduit à Damas§saint Paul§manteau§toge§cadre§miniature,,,,,,https://agorha.inha.fr/ark:/54721/a818fc7d-0e3d-46ec-9237-a57b7d255d32,,ebee0048-bc3f-47d1-854e-be4a597e4510_001§ebee0048-bc3f-47d1-854e-be4a597e4510_002§ebee0048-bc3f-47d1-854e-be4a597e4510_003§ebee0048-bc3f-47d1-854e-be4a597e4510_004§ebee0048-bc3f-47d1-854e-be4a597e4510_005,,"Sacramentaire liégeois à l'usage de Saint-Bertin, Conversion de saint Paul, Paris, BnF, ms Latin 819, f. 72v, manuscrit (Vers 3e quart du 11e siècle - Vers 4e quart du 11e siècle)§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Biblissima, Aubervilliers",https://agorha.inha.fr/ark:/54721/ebee0048-bc3f-47d1-854e-be4a597e4510§https://gallica.bnf.fr/ark:/12148/btv1b10509039d§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc622790§https://mandragore.bnf.fr/mirador/ark:/12148/btv1b10509039d/f6§https://portail.biblissima.fr/fr/ark:/43093/mdata99d8a9726ac6aabb52a6eb7a1d698c47afa82922,ebee0048-bc3f-47d1-854e-be4a597e4510,Loanne de Parthenay,14/06/2024,18/06/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/ebee0048-bc3f-47d1-854e-be4a597e4510,https://agorha.inha.fr/ark:/54721/64469364-0adb-4aa9-b1d1-72a92bf9a331/doc/b07536ee-8460-474b-92eb-a1268fd8d3af/original.PNG
"Sacramentaire liégeois à l'usage de Saint-Bertin, Lettre ornée, Paris, BnF, ms Latin 819, f. 10r",manuscrit§sacramentaire§enluminure,,Latin 819,Bibliothèque nationale de France Paris,"48.834355,2.373378",3e quart du 11e siècle - 4e quart du 11e siècle,1046§1105,art ottonien,Liège,"50.63373,5.56749",,,,,,Lettre ornée§en encadrement§lettrine orn§en frise§feuillage§noeud orn§végétal§ornementation,,,,,,,,afb961ae-a595-4fd1-8298-83751383c0ff_001§afb961ae-a595-4fd1-8298-83751383c0ff_002§afb961ae-a595-4fd1-8298-83751383c0ff_003,,"Sacramentaire liégeois à l'usage de Saint-Bertin, Lettre ornée, Paris, BnF, ms Latin 819, f. 10r, manuscrit (Vers 3e quart du 11e siècle - Vers 4e quart du 11e siècle)§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Bibliothèque nationale de France - Département des Manuscrits, Paris§Biblissima, Aubervilliers",https://agorha.inha.fr/ark:/54721/afb961ae-a595-4fd1-8298-83751383c0ff§https://gallica.bnf.fr/ark:/12148/btv1b10509039d§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc622790§https://mandragore.bnf.fr/mirador/ark:/12148/btv1b10509039d/f6§https://portail.biblissima.fr/fr/ark:/43093/mdata99d8a9726ac6aabb52a6eb7a1d698c47afa82922,afb961ae-a595-4fd1-8298-83751383c0ff,Loanne de Parthenay,10/06/2024,18/06/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/afb961ae-a595-4fd1-8298-83751383c0ff,https://agorha.inha.fr/ark:/54721/8cf8aed3-2b40-45c3-82b4-07c1e3238c31/doc/b55fd7c0-eb8c-4f24-a83d-a726bd92bf0c/original.PNG
