dcterms:title,schema:artform,dcterms:alternative,crm:P1_is_identified_by,crm:P54_has_current_permanent_location,schema:geo,dcterms:temporal,crm:P4_has_time-span,crm:P7_took_place_at,schema:locationCreated,schema:geographicArea,schema:creator,schema:contributor,crm:P15_was_influenced_by,dcterms:abstract,crm:P72_has_language,dcterms:subject,schema:itemCondition,schema:observationDate,crm:P31i_was_modified_by,schema:dateModified,dcterms:date,dcterms:isPartOf,dcterms:hasPart,crm:P59_has_section,schema:artworkSurface,dcterms:isReferencedBy,dcterms:source,dcterms:identifier,dcterms:creator,dcterms:created,dcterms:modified,dcterms:references,dcterms:accessRights,crm:P138i_has_representation,dcterms:image
Le Christ descendu de la croix§La Descente de croix,peinture,,INV 20193,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",2e moitié du 15e siècle,1451§1500,,,,Maestro degli Argonauti§Jacopo del Sellaio,,,,,,,,,,,,,936539d0-de9e-4235-bcd0-86f615ac3859_004§936539d0-de9e-4235-bcd0-86f615ac3859_005§936539d0-de9e-4235-bcd0-86f615ac3859_006§936539d0-de9e-4235-bcd0-86f615ac3859_007§936539d0-de9e-4235-bcd0-86f615ac3859_008§936539d0-de9e-4235-bcd0-86f615ac3859_009§936539d0-de9e-4235-bcd0-86f615ac3859_010§936539d0-de9e-4235-bcd0-86f615ac3859_011§936539d0-de9e-4235-bcd0-86f615ac3859_012§936539d0-de9e-4235-bcd0-86f615ac3859_013§936539d0-de9e-4235-bcd0-86f615ac3859_014§936539d0-de9e-4235-bcd0-86f615ac3859_015§936539d0-de9e-4235-bcd0-86f615ac3859_016§936539d0-de9e-4235-bcd0-86f615ac3859_017§936539d0-de9e-4235-bcd0-86f615ac3859_018§936539d0-de9e-4235-bcd0-86f615ac3859_019,936539d0-de9e-4235-bcd0-86f615ac3859_001§936539d0-de9e-4235-bcd0-86f615ac3859_002§936539d0-de9e-4235-bcd0-86f615ac3859_003,"Maestro degli Argonauti , de, Le Christ descendu de la croix, peinture (2e moitié du 15e siècle - )§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/936539d0-de9e-4235-bcd0-86f615ac3859§https://collections.louvre.fr/ark:/53355/cl010054072§https://www.pop.culture.gouv.fr/notice/joconde/000PE012740,936539d0-de9e-4235-bcd0-86f615ac3859,RETIF - Philomène Renard (La fabrique matérielle du visuel),17/02/2002,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/936539d0-de9e-4235-bcd0-86f615ac3859,https://agorha.inha.fr/ark:/54721/78e888f8-d1f4-47b9-9467-9b2b9871f9f5/doc/9919aeda-dd57-4cf0-a590-6f02a1a06f9e/original.jpg
L' Ascension,peinture§prédelle§élément,,INV 20563,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",1480,1475§1485,,,,Niccolò da Foligno,,,,,,,,,,,https://agorha.inha.fr/ark:/54721/6b7901fe-6315-4f8c-a418-7701f7211951,,bf0575ff-f30f-4a3a-a60c-c319026ba57c_004§bf0575ff-f30f-4a3a-a60c-c319026ba57c_005§bf0575ff-f30f-4a3a-a60c-c319026ba57c_006§bf0575ff-f30f-4a3a-a60c-c319026ba57c_007§bf0575ff-f30f-4a3a-a60c-c319026ba57c_008§bf0575ff-f30f-4a3a-a60c-c319026ba57c_009§bf0575ff-f30f-4a3a-a60c-c319026ba57c_010§bf0575ff-f30f-4a3a-a60c-c319026ba57c_011§bf0575ff-f30f-4a3a-a60c-c319026ba57c_012§bf0575ff-f30f-4a3a-a60c-c319026ba57c_013§bf0575ff-f30f-4a3a-a60c-c319026ba57c_014§bf0575ff-f30f-4a3a-a60c-c319026ba57c_015§bf0575ff-f30f-4a3a-a60c-c319026ba57c_016§bf0575ff-f30f-4a3a-a60c-c319026ba57c_017§bf0575ff-f30f-4a3a-a60c-c319026ba57c_018§bf0575ff-f30f-4a3a-a60c-c319026ba57c_019,bf0575ff-f30f-4a3a-a60c-c319026ba57c_001§bf0575ff-f30f-4a3a-a60c-c319026ba57c_002§bf0575ff-f30f-4a3a-a60c-c319026ba57c_003,"Niccolò da Foligno , de, L' Ascension, peinture (Vers 1480 - )§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/bf0575ff-f30f-4a3a-a60c-c319026ba57c§https://collections.louvre.fr/ark:/53355/cl010053759§https://www.pop.culture.gouv.fr/notice/joconde/000PE012673,bf0575ff-f30f-4a3a-a60c-c319026ba57c,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/bf0575ff-f30f-4a3a-a60c-c319026ba57c,https://agorha.inha.fr/ark:/54721/cfa7ad95-bd31-4964-b2a8-3f4d7aae8c70/doc/6bbbce0e-f846-4b9b-8baa-a181a41ea2bd/original.jpg
L'Adoration des bergers,peinture,,INV 20267,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",14e siècle,1301§1400,,Sienne,"43.31822,11.33064",Bartolo di Fredi,,,,,,,,,,,,,473bff38-2ccc-4d04-8493-26d45303b1c5_004§473bff38-2ccc-4d04-8493-26d45303b1c5_005§473bff38-2ccc-4d04-8493-26d45303b1c5_006§473bff38-2ccc-4d04-8493-26d45303b1c5_007§473bff38-2ccc-4d04-8493-26d45303b1c5_008§473bff38-2ccc-4d04-8493-26d45303b1c5_009§473bff38-2ccc-4d04-8493-26d45303b1c5_010§473bff38-2ccc-4d04-8493-26d45303b1c5_011§473bff38-2ccc-4d04-8493-26d45303b1c5_012§473bff38-2ccc-4d04-8493-26d45303b1c5_013§473bff38-2ccc-4d04-8493-26d45303b1c5_014§473bff38-2ccc-4d04-8493-26d45303b1c5_015§473bff38-2ccc-4d04-8493-26d45303b1c5_016§473bff38-2ccc-4d04-8493-26d45303b1c5_017§473bff38-2ccc-4d04-8493-26d45303b1c5_018,473bff38-2ccc-4d04-8493-26d45303b1c5_001§473bff38-2ccc-4d04-8493-26d45303b1c5_002§473bff38-2ccc-4d04-8493-26d45303b1c5_003,"Bartolo di Fredi 1330 - 1410, de, L'Adoration des bergers, peinture (14e siècle - )§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/473bff38-2ccc-4d04-8493-26d45303b1c5§https://collections.louvre.fr/ark:/53355/cl010053416§https://www.pop.culture.gouv.fr/notice/joconde/000PE012487,473bff38-2ccc-4d04-8493-26d45303b1c5,RETIF - Philomène Renard (La fabrique métérielle du visuel),08/01/2002,22/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/473bff38-2ccc-4d04-8493-26d45303b1c5,https://agorha.inha.fr/ark:/54721/b3b930fb-8251-4f85-949d-dcb6cc9ec024/doc/b308a1c6-c087-43bb-96ba-696e7d42480c/original.jpg
La Vierge de tendresse Glykophilousa,peinture,,MI 350,Musée du Louvre Paris§Département des Arts de Byzance et des Chrétientés en Orient,"48.860591,2.337582",1ère moitié du 15e siècle,1401§1450,,,,Anonyme§Crète,,,,,,,,,,,,,23990be3-8338-4a04-8159-d08f690cd243_005§23990be3-8338-4a04-8159-d08f690cd243_006§23990be3-8338-4a04-8159-d08f690cd243_007§23990be3-8338-4a04-8159-d08f690cd243_008§23990be3-8338-4a04-8159-d08f690cd243_009§23990be3-8338-4a04-8159-d08f690cd243_010§23990be3-8338-4a04-8159-d08f690cd243_011§23990be3-8338-4a04-8159-d08f690cd243_012§23990be3-8338-4a04-8159-d08f690cd243_013§23990be3-8338-4a04-8159-d08f690cd243_014§23990be3-8338-4a04-8159-d08f690cd243_015§23990be3-8338-4a04-8159-d08f690cd243_016§23990be3-8338-4a04-8159-d08f690cd243_017§23990be3-8338-4a04-8159-d08f690cd243_018§23990be3-8338-4a04-8159-d08f690cd243_019,23990be3-8338-4a04-8159-d08f690cd243_001§23990be3-8338-4a04-8159-d08f690cd243_002§23990be3-8338-4a04-8159-d08f690cd243_003§23990be3-8338-4a04-8159-d08f690cd243_004,"Anonyme (peintre) - 15e siècle 15e siècle - , de, La Vierge de tendresse (Glykophilousa), peinture (1ère moitié du 15e siècle - )§Musée du Louvre (1793 - ), Paris",https://agorha.inha.fr/ark:/54721/23990be3-8338-4a04-8159-d08f690cd243§https://collections.louvre.fr/ark:/53355/cl010061090,23990be3-8338-4a04-8159-d08f690cd243, Philomène Renard ,25/01/2023,29/05/2024,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),,https://api.art.rmngp.fr/v1/images/502/1135210/t?t=fb7rDE3XWihPgmsVjCw_SQ
Saint Georges à cheval§Saint Démétrios,peinture,,MI 351,Musée du Louvre Paris§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"48.860591,2.337582",1400-1450,1395§1455,1ère moitié 15e siècle,Crète,"35.15585,24.89502","Anonyme crémonais§Nano Chatzidakis rapproche les traits du visage et la couleur blanche du cheval de la vingtaine d\'icônes portant la signature ""Xeir Angelou"", donc des productions de l\'atelier du peintre Angélos Akotantos",,,,,,,,,2009§2010,2009,,,050682a5-53c2-4709-a493-e07f0926ecc5_004§050682a5-53c2-4709-a493-e07f0926ecc5_005§050682a5-53c2-4709-a493-e07f0926ecc5_006§050682a5-53c2-4709-a493-e07f0926ecc5_007§050682a5-53c2-4709-a493-e07f0926ecc5_008,050682a5-53c2-4709-a493-e07f0926ecc5_001§050682a5-53c2-4709-a493-e07f0926ecc5_002§050682a5-53c2-4709-a493-e07f0926ecc5_003,"Anonyme crémonais (peintre) - 15e siècle 15e siècle - , de, Saint Georges à cheval, peinture (Vers 1400 / 1450 - )§Musée du Louvre (1793 - ), Paris",https://agorha.inha.fr/ark:/54721/050682a5-53c2-4709-a493-e07f0926ecc5§https://collections.louvre.fr/ark:/53355/cl010067291,050682a5-53c2-4709-a493-e07f0926ecc5,Philomène Renard (La fabrique matérielle du visuel),24/01/2023,29/05/2024,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/050682a5-53c2-4709-a493-e07f0926ecc5,https://agorha.inha.fr/ark:/54721/7bff18ca-c0ad-40fa-8f73-17a8af50ff6d/doc/ee3cf63e-d14b-4d44-88ca-4dbc2e18dab4/original.JPG
"L'Adoration des Mages ; La Crucifixion avec saint François ; La Vision de la bienheureuse Claire de Rimini MOD, L'Adoration des Mages§La Crucifixion avec saint François§La Vision de la bienheureuse Claire de Rimini",peinture§triptyque,MFA 852.1.730-1§MFA 852.1.730-2§MFA 852.1.730-3,MFA 852.1.730,Palais Fesch-musée des beaux-arts Ajaccio,"41.919229,8.738635",1330,1325§1335,,,,Francesco da Rimini,,Giotto,,,,,,,,,,,,d01d9f8e-9cd8-4984-9eaf-d89f33f44b07_001,"Francesco da Rimini , de, L'Adoration des Mages ; La Crucifixion avec saint François ; La Vision de la bienheureuse Claire de Rimini MOD, peinture (Vers 1330 - )§Palais Fesch-musée des Beaux-Arts, Ajaccio",https://agorha.inha.fr/ark:/54721/d01d9f8e-9cd8-4984-9eaf-d89f33f44b07§https://www.musee-fesch.com/peintures-des-primitifs-et-de-la-renaissance/ladoration-des-mages-la-crucifixion-la-vision-de-la-bienheureuse-claire-de-rimini-4082,d01d9f8e-9cd8-4984-9eaf-d89f33f44b07,Léa Checri (pour le bloc matérialité),23/12/2001,04/04/2024,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles§Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/d01d9f8e-9cd8-4984-9eaf-d89f33f44b07,https://agorha.inha.fr/ark:/54721/26deb1d2-50e0-45db-b6f2-c944f9353dbd/doc/52f1caaa-137d-49f0-971a-1d469fd7162f/original.jpg
L'Assomption de la Vierge,peinture,,EdR 4732,Musée Marmottan Monet Paris§dépôt de la Fondation Ephrussi Saint-Jean-Cap-Ferrat au musée Marmottan Monet Paris,"48.859261,2.267227",1382,1382§1382,,Sienne,"43.31822,11.33064",Bartolo di Fredi,,,,,,,,,,,,,a9db9751-ab3f-46ad-a40c-3ef74e91832a_003§a9db9751-ab3f-46ad-a40c-3ef74e91832a_004§a9db9751-ab3f-46ad-a40c-3ef74e91832a_005§a9db9751-ab3f-46ad-a40c-3ef74e91832a_006§a9db9751-ab3f-46ad-a40c-3ef74e91832a_007§a9db9751-ab3f-46ad-a40c-3ef74e91832a_008§a9db9751-ab3f-46ad-a40c-3ef74e91832a_009§a9db9751-ab3f-46ad-a40c-3ef74e91832a_010§a9db9751-ab3f-46ad-a40c-3ef74e91832a_011§a9db9751-ab3f-46ad-a40c-3ef74e91832a_012§a9db9751-ab3f-46ad-a40c-3ef74e91832a_013§a9db9751-ab3f-46ad-a40c-3ef74e91832a_014§a9db9751-ab3f-46ad-a40c-3ef74e91832a_015§a9db9751-ab3f-46ad-a40c-3ef74e91832a_016§a9db9751-ab3f-46ad-a40c-3ef74e91832a_017§a9db9751-ab3f-46ad-a40c-3ef74e91832a_018§a9db9751-ab3f-46ad-a40c-3ef74e91832a_019§a9db9751-ab3f-46ad-a40c-3ef74e91832a_020§a9db9751-ab3f-46ad-a40c-3ef74e91832a_021§a9db9751-ab3f-46ad-a40c-3ef74e91832a_022§a9db9751-ab3f-46ad-a40c-3ef74e91832a_023§a9db9751-ab3f-46ad-a40c-3ef74e91832a_024§a9db9751-ab3f-46ad-a40c-3ef74e91832a_025§a9db9751-ab3f-46ad-a40c-3ef74e91832a_026§a9db9751-ab3f-46ad-a40c-3ef74e91832a_027§a9db9751-ab3f-46ad-a40c-3ef74e91832a_034§a9db9751-ab3f-46ad-a40c-3ef74e91832a_035§a9db9751-ab3f-46ad-a40c-3ef74e91832a_036§a9db9751-ab3f-46ad-a40c-3ef74e91832a_037§a9db9751-ab3f-46ad-a40c-3ef74e91832a_038§a9db9751-ab3f-46ad-a40c-3ef74e91832a_039§a9db9751-ab3f-46ad-a40c-3ef74e91832a_040§a9db9751-ab3f-46ad-a40c-3ef74e91832a_041§a9db9751-ab3f-46ad-a40c-3ef74e91832a_042§a9db9751-ab3f-46ad-a40c-3ef74e91832a_043§a9db9751-ab3f-46ad-a40c-3ef74e91832a_044§a9db9751-ab3f-46ad-a40c-3ef74e91832a_045§a9db9751-ab3f-46ad-a40c-3ef74e91832a_046§a9db9751-ab3f-46ad-a40c-3ef74e91832a_047§a9db9751-ab3f-46ad-a40c-3ef74e91832a_048§a9db9751-ab3f-46ad-a40c-3ef74e91832a_049§a9db9751-ab3f-46ad-a40c-3ef74e91832a_050§a9db9751-ab3f-46ad-a40c-3ef74e91832a_051§a9db9751-ab3f-46ad-a40c-3ef74e91832a_052,a9db9751-ab3f-46ad-a40c-3ef74e91832a_001§a9db9751-ab3f-46ad-a40c-3ef74e91832a_002§a9db9751-ab3f-46ad-a40c-3ef74e91832a_028§a9db9751-ab3f-46ad-a40c-3ef74e91832a_029§a9db9751-ab3f-46ad-a40c-3ef74e91832a_030§a9db9751-ab3f-46ad-a40c-3ef74e91832a_031§a9db9751-ab3f-46ad-a40c-3ef74e91832a_032§a9db9751-ab3f-46ad-a40c-3ef74e91832a_033,"Bartolo di Fredi 1330 - 1410, de, L'Assomption de la Vierge, peinture (1382 - )",https://agorha.inha.fr/ark:/54721/a9db9751-ab3f-46ad-a40c-3ef74e91832a,a9db9751-ab3f-46ad-a40c-3ef74e91832a,RETIF - Rothschild - Léa Checri (La fabrique matérielle du visuel),29/12/2001,23/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§Les collections Rothschild dans les institutions publiques françaises§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),,
La Vierge et l'Enfant sur un trône,peinture§retable§élément,,Cl. 7496,"Musée du Petit Palais Avignon§dépôt du musée de Cluny, Musée national du Moyen Âge Paris au musée du Petit Palais Avignon","43.949317,4.805528",1409-1409,1409§1409,,Latium,"42.07762,12.77878",Maestro di Narni,,,,,,,,"Le cadre a été rapidement enlevé à Avignon en Juillet 1976. Aucune restauration de la peinture n'a été faite ni avant le dépôt à Avignon en 1976, ni à cette époque-là.",,,,,11d8dd9c-07c0-4f56-90f2-d95758d06ef6_008§11d8dd9c-07c0-4f56-90f2-d95758d06ef6_009§11d8dd9c-07c0-4f56-90f2-d95758d06ef6_010§11d8dd9c-07c0-4f56-90f2-d95758d06ef6_011§11d8dd9c-07c0-4f56-90f2-d95758d06ef6_012§11d8dd9c-07c0-4f56-90f2-d95758d06ef6_013§11d8dd9c-07c0-4f56-90f2-d95758d06ef6_014§11d8dd9c-07c0-4f56-90f2-d95758d06ef6_015§11d8dd9c-07c0-4f56-90f2-d95758d06ef6_016§11d8dd9c-07c0-4f56-90f2-d95758d06ef6_017,11d8dd9c-07c0-4f56-90f2-d95758d06ef6_001§11d8dd9c-07c0-4f56-90f2-d95758d06ef6_002§11d8dd9c-07c0-4f56-90f2-d95758d06ef6_003§11d8dd9c-07c0-4f56-90f2-d95758d06ef6_004§11d8dd9c-07c0-4f56-90f2-d95758d06ef6_005§11d8dd9c-07c0-4f56-90f2-d95758d06ef6_006§11d8dd9c-07c0-4f56-90f2-d95758d06ef6_007,"Maestro di Narni , de, La Vierge et l'Enfant sur un trône, peinture (1409)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/11d8dd9c-07c0-4f56-90f2-d95758d06ef6§https://www.pop.culture.gouv.fr/notice/joconde/000PE012618,11d8dd9c-07c0-4f56-90f2-d95758d06ef6,RETIF - Philomène Renard (La fabrique matérielle du visuel),16/02/2002,23/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/11d8dd9c-07c0-4f56-90f2-d95758d06ef6,https://agorha.inha.fr/ark:/54721/f13670ba-d819-4bc7-b5be-121bd7e33e61/doc/a933c238-79b7-4d06-90cf-b24c2be887ce/original.jpg
Saint Jérôme,peinture§panneau de polyptyque,,MI 454,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",15e siècle,1401§1500,,,,Sano di Pietro,,,,,,,,,,,,,84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_006§84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_007§84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_008§84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_009§84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_010§84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_011§84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_012§84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_013§84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_014§84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_015§84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_016§84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_017,84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_001§84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_002§84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_003§84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_004§84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5_005,"Sano di Pietro 1406 - 1481, de, Saint Jérôme, peinture (15e siècle - )§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5§https://collections.louvre.fr/ark:/53355/cl010053833§https://www.pop.culture.gouv.fr/notice/joconde/000PE012690,84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5,RETIF - Philomène Renard (La fabrique matérielle du visuel),15/03/2002,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/84aea32b-b862-4e7d-9ee2-2a2b7b5ddfa5,https://agorha.inha.fr/ark:/54721/e7ca4b00-7378-4621-a122-12a7c09191de/doc/8cd66c5c-2c29-4fd7-b95f-0bd698d2a1eb/original.jpg
"Le Couronnement de la Vierge, avec six saints Augustin, Lucie, Antoine Abbé, Laurent, Dorothée, Jacques",peinture,,MI 362,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",1390-1400,1390§1400,,,,Francesco Fiorentino§Mariotto di Nardo,,,,,,,,,,,,,a738860c-2239-4492-b0ba-c8b141bcd5f5_005§a738860c-2239-4492-b0ba-c8b141bcd5f5_006§a738860c-2239-4492-b0ba-c8b141bcd5f5_007§a738860c-2239-4492-b0ba-c8b141bcd5f5_008§a738860c-2239-4492-b0ba-c8b141bcd5f5_009§a738860c-2239-4492-b0ba-c8b141bcd5f5_010§a738860c-2239-4492-b0ba-c8b141bcd5f5_011§a738860c-2239-4492-b0ba-c8b141bcd5f5_012§a738860c-2239-4492-b0ba-c8b141bcd5f5_013§a738860c-2239-4492-b0ba-c8b141bcd5f5_014§a738860c-2239-4492-b0ba-c8b141bcd5f5_015§a738860c-2239-4492-b0ba-c8b141bcd5f5_016§a738860c-2239-4492-b0ba-c8b141bcd5f5_017§a738860c-2239-4492-b0ba-c8b141bcd5f5_018§a738860c-2239-4492-b0ba-c8b141bcd5f5_019§a738860c-2239-4492-b0ba-c8b141bcd5f5_020§a738860c-2239-4492-b0ba-c8b141bcd5f5_021§a738860c-2239-4492-b0ba-c8b141bcd5f5_022§a738860c-2239-4492-b0ba-c8b141bcd5f5_023§a738860c-2239-4492-b0ba-c8b141bcd5f5_024§a738860c-2239-4492-b0ba-c8b141bcd5f5_025§a738860c-2239-4492-b0ba-c8b141bcd5f5_026,a738860c-2239-4492-b0ba-c8b141bcd5f5_001§a738860c-2239-4492-b0ba-c8b141bcd5f5_002§a738860c-2239-4492-b0ba-c8b141bcd5f5_003§a738860c-2239-4492-b0ba-c8b141bcd5f5_004,"Francesco Fiorentino , attribué à, Le Couronnement de la Vierge, avec six saints (Augustin, Lucie, Antoine Abbé, Laurent, Dorothée, Jacques), peinture (1390 - 1400)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/a738860c-2239-4492-b0ba-c8b141bcd5f5§https://www.pop.culture.gouv.fr/notice/joconde/000PE012540,a738860c-2239-4492-b0ba-c8b141bcd5f5,Véronique Plotard§Philomène Renard,28/02/2006,23/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/a738860c-2239-4492-b0ba-c8b141bcd5f5,https://agorha.inha.fr/ark:/54721/01b094b0-91e6-42cc-8050-b39377525af7/doc/fb5c6d09-ed31-4d8f-80d1-c1e2980319b4/original.jpg
"La Vierge et l'Enfant avec quatre saints Antoine abbé, Lucie, Jérôme, Catherine ; au-dessus : le Christ bénissant",peinture§triptyque§élément,,MI 424,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",15e siècle,1401§1500,,,,Pellegrino di Mariano Rossini,,,,,,,,,,,,,062d7ac1-6e24-4c68-a5bc-706215494d9d_005§062d7ac1-6e24-4c68-a5bc-706215494d9d_006§062d7ac1-6e24-4c68-a5bc-706215494d9d_007§062d7ac1-6e24-4c68-a5bc-706215494d9d_008§062d7ac1-6e24-4c68-a5bc-706215494d9d_009§062d7ac1-6e24-4c68-a5bc-706215494d9d_010§062d7ac1-6e24-4c68-a5bc-706215494d9d_011§062d7ac1-6e24-4c68-a5bc-706215494d9d_012§062d7ac1-6e24-4c68-a5bc-706215494d9d_013§062d7ac1-6e24-4c68-a5bc-706215494d9d_014§062d7ac1-6e24-4c68-a5bc-706215494d9d_015,062d7ac1-6e24-4c68-a5bc-706215494d9d_001§062d7ac1-6e24-4c68-a5bc-706215494d9d_002§062d7ac1-6e24-4c68-a5bc-706215494d9d_003§062d7ac1-6e24-4c68-a5bc-706215494d9d_004,"Pellegrino di Mariano Rossini - 1492, attribué à, La Vierge et l'Enfant avec quatre saints (Antoine abbé, Lucie, Jérôme, Catherine) ; au-dessus : le Christ bénissant, peinture (15e siècle - )§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/062d7ac1-6e24-4c68-a5bc-706215494d9d§https://collections.louvre.fr/ark:/53355/cl010053776§https://www.pop.culture.gouv.fr/notice/joconde/000PE012680,062d7ac1-6e24-4c68-a5bc-706215494d9d,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/03/2002,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/062d7ac1-6e24-4c68-a5bc-706215494d9d,https://agorha.inha.fr/ark:/54721/fbef2b9e-2e41-410a-9374-a329dfb29a49/doc/da1a4c80-c3db-43fc-86ff-12c231450a82/original.jpg
